url_path,views_total,views_unique
/tobbie/nodejs-chat-app,5,1
/tobbie/nodejs-chat-app/activity,4,1
/tobbie/nodejs-chat-app/graphs/traffic,1,1
/tobbie/nodejs-chat-app/pulse,1,1
/tobbie/nodejs-chat-app/tree/github-repo-stats,1,1
/tobbie/nodejs-chat-app/tree/github-repo-stats/tobbie/nodejs-chat-app,1,1
